Time,value,signal
2026-01-21 14:57:51.340426+00:00,301,accx
2026-01-21 14:57:52.340426+00:00,302,accx
2026-01-21 14:57:53.340426+00:00,303,accx
2026-01-21 14:57:54.340426+00:00,304,accx
2026-01-21 14:57:55.340426+00:00,305,accx
2026-01-21 14:57:56.340426+00:00,306,accx
2026-01-21 14:57:57.340426+00:00,307,accx
2026-01-21 14:57:58.340426+00:00,308,accx
2026-01-21 14:57:59.340426+00:00,309,accx
2026-01-21 14:58:00.340426+00:00,310,accx
2026-01-21 14:58:01.340426+00:00,311,accx
2026-01-21 14:58:02.340426+00:00,312,accx
2026-01-21 14:58:03.340426+00:00,313,accx
2026-01-21 14:58:04.340426+00:00,314,accx
2026-01-21 14:58:05.340426+00:00,315,accx
2026-01-21 14:58:06.340426+00:00,316,accx
2026-01-21 14:58:07.340426+00:00,317,accx
2026-01-21 14:58:08.340426+00:00,318,accx
2026-01-21 14:58:09.340426+00:00,319,accx
2026-01-21 14:58:10.340426+00:00,320,accx
2026-01-21 14:58:11.340426+00:00,321,accx
2026-01-21 14:58:12.340426+00:00,322,accx
2026-01-21 14:58:13.340426+00:00,323,accx
2026-01-21 14:58:14.340426+00:00,324,accx
2026-01-21 14:58:15.340426+00:00,325,accx
2026-01-21 14:58:16.340426+00:00,326,accx
2026-01-21 14:58:17.340426+00:00,327,accx
2026-01-21 14:58:18.340426+00:00,328,accx
2026-01-21 14:58:19.340426+00:00,329,accx
2026-01-21 14:58:20.340426+00:00,330,accx
2026-01-21 14:58:21.340426+00:00,331,accx
2026-01-21 14:58:22.340426+00:00,332,accx
2026-01-21 14:58:23.340426+00:00,333,accx
2026-01-21 14:58:24.340426+00:00,334,accx
2026-01-21 14:58:25.340426+00:00,335,accx
2026-01-21 14:58:26.340426+00:00,336,accx
2026-01-21 14:58:27.340426+00:00,337,accx
2026-01-21 14:58:28.340426+00:00,338,accx
2026-01-21 14:58:29.340426+00:00,339,accx
2026-01-21 14:58:30.340426+00:00,340,accx
2026-01-21 14:58:31.340426+00:00,341,accx
2026-01-21 14:58:32.340426+00:00,342,accx
2026-01-21 14:58:33.340426+00:00,343,accx
2026-01-21 14:58:34.340426+00:00,344,accx
2026-01-21 14:58:35.340426+00:00,345,accx
2026-01-21 14:58:36.340426+00:00,346,accx
2026-01-21 14:58:37.340426+00:00,347,accx
2026-01-21 14:58:38.340426+00:00,348,accx
2026-01-21 14:58:39.340426+00:00,349,accx
2026-01-21 14:58:40.340426+00:00,350,accx
2026-01-21 14:58:41.340426+00:00,351,accx
2026-01-21 14:58:42.340426+00:00,352,accx
2026-01-21 14:58:43.340426+00:00,353,accx
2026-01-21 14:58:44.340426+00:00,354,accx
2026-01-21 14:58:45.340426+00:00,355,accx
2026-01-21 14:58:46.340426+00:00,356,accx
2026-01-21 14:58:47.340426+00:00,357,accx
2026-01-21 14:58:48.340426+00:00,358,accx
2026-01-21 14:58:49.340426+00:00,359,accx
2026-01-21 14:58:50.340426+00:00,360,accx
2026-01-21 14:58:51.340426+00:00,361,accx
2026-01-21 14:58:52.340426+00:00,362,accx
2026-01-21 14:58:53.340426+00:00,363,accx
2026-01-21 14:58:54.340426+00:00,364,accx
2026-01-21 14:58:55.340426+00:00,365,accx
2026-01-21 14:58:56.340426+00:00,366,accx
2026-01-21 14:58:57.340426+00:00,367,accx
2026-01-21 14:58:58.340426+00:00,368,accx
2026-01-21 14:58:59.340426+00:00,369,accx
2026-01-21 14:59:00.340426+00:00,370,accx
2026-01-21 14:59:01.340426+00:00,371,accx
2026-01-21 14:59:02.340426+00:00,372,accx
2026-01-21 14:59:03.340426+00:00,373,accx
2026-01-21 14:59:04.340426+00:00,374,accx
2026-01-21 14:59:05.340426+00:00,375,accx
2026-01-21 14:59:06.340426+00:00,376,accx
2026-01-21 14:59:07.340426+00:00,377,accx
2026-01-21 14:59:08.340426+00:00,378,accx
2026-01-21 14:59:09.340426+00:00,379,accx
2026-01-21 14:59:10.340426+00:00,380,accx
2026-01-21 14:59:11.340426+00:00,381,accx
2026-01-21 14:59:12.340426+00:00,382,accx
2026-01-21 14:59:13.340426+00:00,383,accx
2026-01-21 14:59:14.340426+00:00,384,accx
2026-01-21 14:59:15.340426+00:00,385,accx
2026-01-21 14:59:16.340426+00:00,386,accx
2026-01-21 14:59:17.340426+00:00,387,accx
2026-01-21 14:59:18.340426+00:00,388,accx
2026-01-21 14:59:19.340426+00:00,389,accx
2026-01-21 14:59:20.340426+00:00,390,accx
2026-01-21 14:59:21.340426+00:00,391,accx
2026-01-21 14:59:22.340426+00:00,392,accx
2026-01-21 14:59:23.340426+00:00,393,accx
2026-01-21 14:59:24.340426+00:00,394,accx
2026-01-21 14:59:25.340426+00:00,395,accx
2026-01-21 14:59:26.340426+00:00,396,accx
2026-01-21 14:59:27.340426+00:00,397,accx
2026-01-21 14:59:28.340426+00:00,398,accx
2026-01-21 14:59:29.340426+00:00,399,accx
2026-01-21 14:59:30.340426+00:00,400,accx
2026-01-21 14:59:31.340426+00:00,401,accx
2026-01-21 14:59:32.340426+00:00,402,accx
2026-01-21 14:59:33.340426+00:00,403,accx
2026-01-21 14:59:34.340426+00:00,404,accx
2026-01-21 14:59:35.340426+00:00,405,accx
2026-01-21 14:59:36.340426+00:00,406,accx
2026-01-21 14:59:37.340426+00:00,407,accx
2026-01-21 14:59:38.340426+00:00,408,accx
2026-01-21 14:59:39.340426+00:00,409,accx
2026-01-21 14:59:40.340426+00:00,410,accx
2026-01-21 14:59:41.340426+00:00,411,accx
2026-01-21 14:59:42.340426+00:00,412,accx
2026-01-21 14:59:43.340426+00:00,413,accx
2026-01-21 14:59:44.340426+00:00,414,accx
2026-01-21 14:59:45.340426+00:00,415,accx
2026-01-21 14:59:46.340426+00:00,416,accx
2026-01-21 14:59:47.340426+00:00,417,accx
2026-01-21 14:59:48.340426+00:00,418,accx
2026-01-21 14:59:49.340426+00:00,419,accx
2026-01-21 14:59:50.340426+00:00,420,accx
2026-01-21 14:59:51.340426+00:00,421,accx
2026-01-21 14:59:52.340426+00:00,422,accx
2026-01-21 14:59:53.340426+00:00,423,accx
2026-01-21 14:59:54.340426+00:00,424,accx
2026-01-21 14:59:55.340426+00:00,425,accx
2026-01-21 14:59:56.340426+00:00,426,accx
2026-01-21 14:59:57.340426+00:00,427,accx
2026-01-21 14:59:58.340426+00:00,428,accx
2026-01-21 14:59:59.340426+00:00,429,accx
2026-01-21 15:00:00.340426+00:00,430,accx
2026-01-21 15:00:01.340426+00:00,431,accx
2026-01-21 15:00:02.340426+00:00,432,accx
2026-01-21 15:00:03.340426+00:00,433,accx
2026-01-21 15:00:04.340426+00:00,434,accx
2026-01-21 15:00:05.340426+00:00,435,accx
2026-01-21 15:00:06.340426+00:00,436,accx
2026-01-21 15:00:07.340426+00:00,437,accx
2026-01-21 15:00:08.340426+00:00,438,accx
2026-01-21 15:00:09.340426+00:00,439,accx
2026-01-21 15:00:10.340426+00:00,440,accx
2026-01-21 15:00:11.340426+00:00,441,accx
2026-01-21 15:00:12.340426+00:00,442,accx
2026-01-21 15:00:13.340426+00:00,443,accx
2026-01-21 15:00:14.340426+00:00,444,accx
2026-01-21 15:00:15.340426+00:00,445,accx
2026-01-21 15:00:16.340426+00:00,446,accx
2026-01-21 15:00:17.340426+00:00,447,accx
2026-01-21 15:00:18.340426+00:00,448,accx
2026-01-21 15:00:19.340426+00:00,449,accx
2026-01-21 15:00:20.340426+00:00,450,accx
2026-01-21 15:00:21.340426+00:00,451,accx
2026-01-21 15:00:22.340426+00:00,452,accx
2026-01-21 15:00:23.340426+00:00,453,accx
2026-01-21 15:00:24.340426+00:00,454,accx
2026-01-21 15:00:25.340426+00:00,455,accx
2026-01-21 15:00:26.340426+00:00,456,accx
2026-01-21 15:00:27.340426+00:00,457,accx
2026-01-21 15:00:28.340426+00:00,458,accx
2026-01-21 15:00:29.340426+00:00,459,accx
2026-01-21 15:00:30.340426+00:00,460,accx
2026-01-21 15:00:31.340426+00:00,461,accx
2026-01-21 15:00:32.340426+00:00,462,accx
2026-01-21 15:00:33.340426+00:00,463,accx
2026-01-21 15:00:34.340426+00:00,464,accx
2026-01-21 15:00:35.340426+00:00,465,accx
2026-01-21 15:00:36.340426+00:00,466,accx
2026-01-21 15:00:37.340426+00:00,467,accx
2026-01-21 15:00:38.340426+00:00,468,accx
2026-01-21 15:00:39.340426+00:00,469,accx
2026-01-21 15:00:40.340426+00:00,470,accx
2026-01-21 15:00:41.340426+00:00,471,accx
2026-01-21 15:00:42.340426+00:00,472,accx
2026-01-21 15:00:43.340426+00:00,473,accx
2026-01-21 15:00:44.340426+00:00,474,accx
2026-01-21 15:00:45.340426+00:00,475,accx
2026-01-21 15:00:46.340426+00:00,476,accx
2026-01-21 15:00:47.340426+00:00,477,accx
2026-01-21 15:00:48.340426+00:00,478,accx
2026-01-21 15:00:49.340426+00:00,479,accx
2026-01-21 15:00:50.340426+00:00,480,accx
2026-01-21 15:00:51.340426+00:00,481,accx
2026-01-21 15:00:52.340426+00:00,482,accx
2026-01-21 15:00:53.340426+00:00,483,accx
2026-01-21 15:00:54.340426+00:00,484,accx
2026-01-21 15:00:55.340426+00:00,485,accx
2026-01-21 15:00:56.340426+00:00,486,accx
2026-01-21 15:00:57.340426+00:00,487,accx
2026-01-21 15:00:58.340426+00:00,488,accx
2026-01-21 15:00:59.340426+00:00,489,accx
2026-01-21 15:01:00.340426+00:00,490,accx
2026-01-21 15:01:01.340426+00:00,491,accx
2026-01-21 15:01:02.340426+00:00,492,accx
2026-01-21 15:01:03.340426+00:00,493,accx
2026-01-21 15:01:04.340426+00:00,494,accx
2026-01-21 15:01:05.340426+00:00,495,accx
2026-01-21 15:01:06.340426+00:00,496,accx
2026-01-21 15:01:07.340426+00:00,497,accx
2026-01-21 15:01:08.340426+00:00,498,accx
2026-01-21 15:01:09.340426+00:00,499,accx
2026-01-21 15:01:10.340426+00:00,500,accx
2026-01-21 15:01:11.340426+00:00,501,accx
2026-01-21 15:01:12.340426+00:00,502,accx
2026-01-21 15:01:13.340426+00:00,503,accx
2026-01-21 15:01:14.340426+00:00,504,accx
2026-01-21 15:01:15.340426+00:00,505,accx
2026-01-21 15:01:16.340426+00:00,506,accx
2026-01-21 15:01:17.340426+00:00,507,accx
2026-01-21 15:01:18.340426+00:00,508,accx
2026-01-21 15:01:19.340426+00:00,509,accx
2026-01-21 15:01:20.340426+00:00,510,accx
2026-01-21 15:01:21.340426+00:00,511,accx
2026-01-21 15:01:22.340426+00:00,512,accx
2026-01-21 15:01:23.340426+00:00,513,accx
2026-01-21 15:01:24.340426+00:00,514,accx
2026-01-21 15:01:25.340426+00:00,515,accx
2026-01-21 15:01:26.340426+00:00,516,accx
2026-01-21 15:01:27.340426+00:00,517,accx
2026-01-21 15:01:28.340426+00:00,518,accx
2026-01-21 15:01:29.340426+00:00,519,accx
2026-01-21 15:01:30.340426+00:00,520,accx
2026-01-21 15:01:31.340426+00:00,521,accx
2026-01-21 15:01:32.340426+00:00,522,accx
2026-01-21 15:01:33.340426+00:00,523,accx
2026-01-21 15:01:34.340426+00:00,524,accx
2026-01-21 15:01:35.340426+00:00,525,accx
2026-01-21 15:01:36.340426+00:00,526,accx
2026-01-21 15:01:37.340426+00:00,527,accx
2026-01-21 15:01:38.340426+00:00,528,accx
2026-01-21 15:01:39.340426+00:00,529,accx
2026-01-21 15:01:40.340426+00:00,530,accx
2026-01-21 15:01:41.340426+00:00,531,accx
2026-01-21 15:01:42.340426+00:00,532,accx
2026-01-21 15:01:43.340426+00:00,533,accx
2026-01-21 15:01:44.340426+00:00,534,accx
2026-01-21 15:01:45.340426+00:00,535,accx
2026-01-21 15:01:46.340426+00:00,536,accx
2026-01-21 15:01:47.340426+00:00,537,accx
2026-01-21 15:01:48.340426+00:00,538,accx
2026-01-21 15:01:49.340426+00:00,539,accx
2026-01-21 15:01:50.340426+00:00,540,accx
2026-01-21 15:01:51.340426+00:00,541,accx
2026-01-21 15:01:52.340426+00:00,542,accx
2026-01-21 15:01:53.340426+00:00,543,accx
2026-01-21 15:01:54.340426+00:00,544,accx
2026-01-21 15:01:55.340426+00:00,545,accx
2026-01-21 15:01:56.340426+00:00,546,accx
2026-01-21 15:01:57.340426+00:00,547,accx
2026-01-21 15:01:58.340426+00:00,548,accx
2026-01-21 15:01:59.340426+00:00,549,accx
2026-01-21 15:02:00.340426+00:00,550,accx
2026-01-21 15:02:01.340426+00:00,551,accx
2026-01-21 15:02:02.340426+00:00,552,accx
2026-01-21 15:02:03.340426+00:00,553,accx
2026-01-21 15:02:04.340426+00:00,554,accx
2026-01-21 15:02:05.340426+00:00,555,accx
2026-01-21 15:02:06.340426+00:00,556,accx
2026-01-21 15:02:07.340426+00:00,557,accx
2026-01-21 15:02:08.340426+00:00,558,accx
