Time,DistanceTotalizer(km)
2026-01-15 11:33:28,152614
2026-01-15 11:33:46,152614
2026-01-15 11:51:00,152614
2026-01-15 11:51:23,152614
2026-01-15 11:51:47,152614
2026-01-15 11:52:07,152614
2026-01-15 11:52:26,152614
2026-01-15 11:52:45,152614
2026-01-15 11:53:04,152614
2026-01-15 11:53:23,152614
2026-01-15 11:53:42,152614
2026-01-15 11:54:01,152614
2026-01-15 11:54:20,152614
2026-01-15 11:54:39,152614
2026-01-15 11:54:58,152614
2026-01-15 11:55:17,152614
2026-01-15 11:55:36,152614
2026-01-15 11:55:55,152614
2026-01-15 11:56:14,152614
2026-01-15 11:56:33,152614
2026-01-15 11:56:53,152614
2026-01-15 12:02:59,152614
2026-01-15 12:03:40,152614
2026-01-15 12:04:03,152614
2026-01-15 12:04:27,152614
2026-01-15 12:04:51,152614
2026-01-15 12:05:15,152614
2026-01-15 12:05:38,152614
2026-01-15 12:06:02,152614
2026-01-15 12:06:26,152614
2026-01-15 12:06:50,152614
2026-01-15 12:07:14,152614
2026-01-15 12:07:37,152614
2026-01-15 12:08:01,152614
2026-01-15 12:08:25,152614
2026-01-15 12:09:17,152614
2026-01-15 12:09:36,152614
2026-01-15 12:09:55,152614
2026-01-15 12:10:14,152614
2026-01-15 12:10:42,152614
2026-01-15 12:11:01,152614
2026-01-15 12:11:20,152614
2026-01-15 12:11:39,152614
2026-01-15 12:11:58,152614
2026-01-15 12:12:17,152614
2026-01-15 12:12:36,152614
2026-01-15 12:12:55,152614
2026-01-15 12:13:14,152614
2026-01-15 12:13:33,152614
2026-01-15 12:13:52,152614
2026-01-15 12:14:11,152614
2026-01-15 12:14:30,152614
2026-01-15 12:14:49,152614
2026-01-15 12:15:08,152614
2026-01-15 12:15:27,152614
2026-01-15 12:28:59,152614
2026-01-15 12:29:18,152614
2026-01-15 12:29:37,152614
2026-01-15 12:29:56,152614
2026-01-15 12:30:15,152614
2026-01-15 12:30:34,152614
2026-01-15 12:30:53,152614
2026-01-15 12:31:12,152614
2026-01-15 12:31:31,152614
2026-01-15 12:31:50,152614
2026-01-15 12:32:09,152614
2026-01-15 12:32:28,152614
2026-01-15 12:32:47,152614
2026-01-15 12:33:06,152614
2026-01-15 12:33:25,152614
2026-01-15 12:33:44,152614
2026-01-15 12:40:58,152614
2026-01-15 12:41:21,152614
2026-01-15 12:41:45,152614
2026-01-15 12:42:09,152614
2026-01-15 12:45:55,152615
2026-01-15 12:46:19,152616
2026-01-15 12:46:43,152616
2026-01-15 12:47:06,152616
2026-01-15 12:47:30,152616
2026-01-15 12:47:54,152616
2026-01-15 12:48:18,152616
2026-01-15 12:48:42,152617
2026-01-15 12:49:05,152617
2026-01-15 12:49:29,152617
2026-01-15 12:49:53,152617
2026-01-15 12:53:24,152620
2026-01-15 12:53:47,152620
2026-01-15 12:54:11,152620
2026-01-15 12:54:35,152620
2026-01-15 12:54:59,152620
2026-01-15 12:55:22,152620
2026-01-15 12:55:46,152621
2026-01-15 12:56:10,152621
2026-01-15 12:56:34,152621
2026-01-15 12:56:57,152621
2026-01-15 12:57:21,152621
2026-01-15 13:05:08,152622
2026-01-15 13:05:32,152622
2026-01-15 13:05:56,152622
2026-01-15 13:06:19,152622
2026-01-15 13:06:43,152622
2026-01-15 13:10:19,152622
2026-01-15 13:10:43,152622
2026-01-15 13:11:06,152622
2026-01-15 13:11:48,152622
2026-01-15 13:12:07,152622
2026-01-15 13:12:26,152622
2026-01-15 13:12:45,152622
2026-01-15 13:13:04,152622
2026-01-15 13:13:23,152622
2026-01-15 13:13:42,152622
2026-01-15 13:14:01,152622
2026-01-15 13:14:20,152622
2026-01-15 13:14:39,152622
2026-01-15 13:14:58,152622
2026-01-15 13:15:17,152622
2026-01-15 13:15:36,152622
2026-01-15 13:15:55,152622
2026-01-15 13:16:14,152622
2026-01-15 13:16:33,152622
2026-01-15 13:41:30,152622
2026-01-15 13:41:49,152622
2026-01-15 13:42:08,152622
2026-01-15 13:42:27,152622
2026-01-15 13:42:46,152622
2026-01-15 13:43:05,152622
2026-01-15 13:46:43,152622
2026-01-15 13:47:06,152622
2026-01-15 13:47:30,152622
2026-01-15 13:47:54,152622
2026-01-15 13:48:18,152622
2026-01-15 13:48:41,152622
2026-01-15 13:49:05,152622
2026-01-15 13:49:29,152622
2026-01-15 13:49:53,152623
2026-01-15 13:50:17,152623
2026-01-15 13:50:40,152623
2026-01-15 13:51:04,152623
2026-01-15 13:51:28,152623
2026-01-15 13:51:51,152623
2026-01-15 13:52:15,152623
2026-01-15 13:52:39,152623
2026-01-15 13:53:03,152623
2026-01-15 13:53:27,152623
2026-01-15 13:53:50,152624
2026-01-15 13:54:14,152624
2026-01-15 13:54:38,152624
2026-01-15 13:55:02,152624
2026-01-15 13:55:26,152624
2026-01-15 13:55:49,152624
2026-01-15 13:56:13,152624
2026-01-15 13:56:37,152624
2026-01-15 13:57:00,152624
2026-01-15 13:57:24,152624
2026-01-15 13:57:48,152624
2026-01-15 13:58:12,152624
2026-01-15 13:58:36,152624
2026-01-15 13:58:59,152624
2026-01-15 13:59:23,152625
2026-01-15 13:59:47,152625
2026-01-15 14:00:10,152625
2026-01-15 14:00:34,152625
2026-01-15 14:00:58,152625
2026-01-15 14:01:22,152625
2026-01-15 14:01:46,152625
2026-01-15 14:02:09,152625
2026-01-15 14:02:33,152626
2026-01-15 14:02:57,152626
2026-01-15 14:03:21,152626
2026-01-15 14:03:44,152626
2026-01-15 14:04:08,152626
2026-01-15 14:04:32,152626
2026-01-15 14:04:56,152626
2026-01-15 14:05:19,152626
2026-01-15 14:05:43,152626
2026-01-15 14:06:07,152626
2026-01-15 14:06:31,152626
2026-01-15 14:06:54,152626
2026-01-15 14:07:22,152626
2026-01-15 14:07:41,152626
2026-01-15 14:08:32,152626
2026-01-15 14:09:21,152626
2026-01-15 14:09:40,152626
2026-01-15 14:09:59,152626
2026-01-15 14:10:18,152626
2026-01-15 14:10:37,152626
2026-01-15 14:10:56,152626
2026-01-15 14:11:15,152626
2026-01-15 14:11:34,152626
2026-01-15 14:11:53,152626
2026-01-15 14:12:12,152626
2026-01-15 14:12:31,152626
2026-01-15 14:12:50,152626
2026-01-15 14:13:09,152626
2026-01-15 14:13:28,152626
2026-01-15 14:13:47,152626
2026-01-15 14:14:06,152626
2026-01-15 14:22:36,152626
2026-01-15 14:23:00,152626
2026-01-15 14:23:24,152626
2026-01-15 14:23:48,152626
2026-01-15 14:24:12,152626
2026-01-15 14:24:48,152626
2026-01-15 14:25:11,152627
2026-01-15 14:25:35,152627
2026-01-15 14:25:59,152627
2026-01-15 14:26:23,152627
2026-01-15 14:26:46,152627
2026-01-15 14:27:10,152628
2026-01-15 14:27:34,152628
2026-01-15 14:27:58,152628
2026-01-15 14:28:22,152628
2026-01-15 14:28:45,152628
2026-01-15 14:29:09,152629
2026-01-15 14:29:33,152629
2026-01-15 14:29:57,152629
2026-01-15 14:30:20,152629
2026-01-15 14:30:44,152629
2026-01-15 14:31:08,152629
2026-01-15 14:31:32,152629
2026-01-15 14:31:56,152630
2026-01-15 14:32:19,152630
2026-01-15 14:32:43,152630
2026-01-15 14:33:07,152631
2026-01-15 14:33:31,152631
2026-01-15 14:33:54,152632
2026-01-15 14:34:18,152632
2026-01-15 14:34:42,152632
2026-01-15 14:35:05,152632
2026-01-15 14:35:29,152632
2026-01-15 14:35:53,152632
2026-01-15 14:36:17,152632
2026-01-15 14:36:41,152633
2026-01-15 14:37:04,152633
2026-01-15 14:37:28,152633
2026-01-15 14:37:52,152633
2026-01-15 14:38:16,152633
2026-01-15 14:38:39,152633
2026-01-15 14:39:13,152633
2026-01-15 14:39:32,152633
2026-01-15 14:39:51,152633
2026-01-15 14:40:10,152633
2026-01-15 14:40:29,152633
2026-01-15 14:40:48,152633
2026-01-15 14:41:07,152633
2026-01-15 14:41:26,152633
2026-01-15 14:41:45,152633
2026-01-15 14:42:04,152633
2026-01-15 14:42:39,152633
2026-01-15 14:43:03,152633
2026-01-15 14:43:27,152633
2026-01-15 14:43:50,152633
2026-01-15 14:44:14,152633
2026-01-15 14:44:38,152633
2026-01-15 14:45:02,152633
2026-01-15 14:45:25,152633
2026-01-15 14:45:49,152633
2026-01-15 14:46:13,152633
2026-01-15 14:46:37,152633
2026-01-15 14:47:00,152633
2026-01-15 14:47:24,152633
2026-01-15 14:47:48,152633
2026-01-15 14:48:12,152633
2026-01-15 14:48:35,152633
2026-01-15 14:49:08,152633
2026-01-15 14:49:27,152633
2026-01-15 14:49:46,152633
2026-01-15 14:50:24,152633
2026-01-15 14:50:48,152633
2026-01-15 14:51:11,152633
2026-01-15 14:51:35,152633
2026-01-15 14:52:05,152633
2026-01-15 14:52:25,152633
2026-01-15 14:52:44,152633
2026-01-15 14:53:02,152633
2026-01-15 14:53:22,152633
2026-01-15 14:53:41,152633
2026-01-15 14:54:00,152633
2026-01-15 14:54:19,152633
2026-01-15 14:54:38,152633
2026-01-15 14:54:57,152633
2026-01-15 14:55:16,152633
2026-01-15 14:55:35,152633
2026-01-15 14:55:54,152633
2026-01-15 14:56:13,152633
2026-01-15 14:56:32,152633
2026-01-15 14:56:51,152633
